DATE,C_COMPILER,C_TUTORIAL,CSHARP_COMPILER,CSHARP_TUTORIAL,CPLUSPLUS_COMPILER,CPLUSPLUS_TUTORIAL,CALCULATORPLUS,CALENDARPLUS,COMPILERPLUS,CSS_TUTORIAL,DART_COMPILER,DART_TUTORIAL,GO_COMPILER,GO_TUTORIAL,HTML_TUTORIAL,JAVA_COMPILER,JAVA_TUTORIAL,JAVASCRIPT_COMPILER,JAVASCRIPT_TUTORIAL,KOTLIN_COMPILER,KOTLIN_TUTORIAL,MOTIVATIONPLUS,NOTESPLUS,PHP_COMPILER,PHP_TUTORIAL,PYTHON_COMPILER,PYTHON_TUTORIAL,RUBY_COMPILER,RUBY_TUTORIAL,SUCCESS_STORIES,SWIFT_COMPILER,SWIFT_TUTORIAL,TASKSPLUS,TIMEPLUS,TRAVEL_DIARIES,XML_TUTORIAL
2021-05-13,8,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2021-05-16,0,51,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0
2021-05-18,7,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021-05-20,25,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0,0,1,0,0,0,0,0,0,0,22,1,0,0
2021-05-22,5,9,1,0,0,0,2,0,0,0,1,0,0,1,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-05-24,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2021-05-25,3,12,0,0,0,0,30,0,1,0,0,0,0,0,0,0,36,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0,0
2021-05-27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,3,0,0,0,1,0,0,0,0,0,5,2,0,0
2021-05-08,1,2,1,1,2,0,1,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,2,0
2021-05-09,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0
2021-05-10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2021-05-11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2021-05-15,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2021-03-18,20,2,2,1,1,8,1,0,7,0,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2021-03-20,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2021-03-22,9,17,44,4,6,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,3,0
2021-03-27,5,4,0,0,0,10,1,0,0,0,0,0,3,7,0,0,4,1,3,0,0,4,0,1,6,0,0,0,0,7,0,0,0,0,0,0
2021-03-30,7,0,0,0,0,0,1,19,8,0,0,0,1,0,0,0,1,11,13,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0
2021-03-31,2,9,0,0,0,0,23,97,67,0,0,0,0,2,0,0,0,43,59,1,0,6,0,0,1,1,1,0,0,11,0,0,1,0,0,0
2021-04-01,10,0,7,0,2,0,366,24,11,0,0,0,0,0,0,1,42,3,6,0,0,1,0,0,0,0,1,0,0,4,0,0,13,0,0,0
2021-04-02,3,1,29,0,12,0,20,2,12,2,4,0,0,0,0,6,6,9,7,0,0,16,0,0,0,0,0,0,0,7,0,0,5,0,0,0
2021-04-03,0,1,38,6,6,6,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0
2021-04-05,4,0,36,0,0,0,0,1,1,0,2,0,42,57,0,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,53,57,0
2021-04-07,1,4,32,2,0,1,1,3,1,0,0,0,28,15,0,2,2,0,2,1,0,0,0,0,2,0,1,0,0,0,0,1,1,32,8,0
2021-04-08,7,3,34,0,0,0,14,8,11,0,0,11,5,0,0,13,4,0,11,1,0,1,0,0,2,0,1,0,0,2,0,0,1,4,0,0
2021-04-10,2,3,18,0,17,20,3,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,22,0,0,25,36,0,0,2,0,1,1,6,0,0
2021-04-11,4,8,26,0,16,28,3,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,9,0,0,8,13,0,0,0,0,0,0,2,0,0
2021-04-12,1,0,48,0,8,1,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,19,10,0,0,4,0,0,5,5,5,0
2021-04-13,6,1,53,0,4,6,11,1,7,0,1,3,4,26,0,0,2,0,0,0,0,6,2,0,0,21,3,0,2,0,0,1,0,1,8,0
2021-04-14,1,1,30,0,5,3,3,0,9,0,0,0,0,0,0,5,6,12,7,0,0,0,4,0,1,5,3,0,0,0,21,44,0,0,0,0
2021-04-15,1,0,0,0,6,19,4,15,8,0,0,0,6,9,0,0,0,3,0,0,0,1,14,0,0,6,8,0,0,0,1,0,0,4,0,0
2021-04-16,5,7,1,0,2,5,5,1,2,0,0,0,6,0,0,0,0,1,0,13,3,0,1,0,0,0,3,10,10,0,0,0,8,0,0,0
2021-04-17,2,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,1,6,0,0,5,0,1,3,0,0,0
2021-04-18,2,1,0,0,1,19,2,0,0,0,0,0,1,2,0,4,1,0,21,0,0,6,2,0,0,1,0,0,0,0,0,0,5,5,7,0
2021-04-19,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,1,5,0,0,0,5,0,0,0,0,0,0,1,3,0
2021-05-03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-05-06,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2021-09-27,1,28,6,0,0,1,1,0,11,2,1,0,0,3,10,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,7,12,0,0,0,0
2021-09-29,3,7,0,1,0,1,1,0,6,1,0,0,0,0,2,3,0,9,0,0,0,0,0,0,1,7,9,0,0,3,6,1,2,0,0,0
2021-09-23,4,4,3,3,4,2,0,0,0,0,1,0,0,1,14,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,7,0,1,0,0,0
2021-09-24,4,1,5,6,7,6,7,3,0,0,0,0,0,1,4,0,0,1,0,0,0,10,0,0,0,0,0,0,0,3,6,1,1,2,4,0
2021-09-25,0,0,0,3,0,1,1,0,0,0,0,0,0,3,0,0,0,3,0,1,0,1,0,0,2,1,0,0,2,0,2,2,0,0,0,0
2021-09-26,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0
2021-09-28,1,10,1,0,0,0,1,1,3,0,0,0,1,2,5,0,0,12,10,0,0,1,0,0,0,11,9,0,0,2,14,26,0,0,0,0
2021-09-30,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,12,0,0,0,2,3,0,0,1,0
2021-10-01,3,0,0,0,0,1,1,1,2,0,0,0,2,0,1,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0
2021-10-02,1,1,0,0,0,1,0,1,2,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0
2021-10-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-10-04,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0
2021-10-05,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0
2021-10-06,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,1,0,1,1
2021-10-07,0,1,1,0,1,0,0,3,2,0,4,0,1,1,20,0,0,0,1,0,0,2,6,0,0,1,0,0,0,0,2,2,1,0,8,0
2021-10-08,2,1,0,0,0,3,1,0,0,5,0,0,0,0,4,0,1,5,6,0,0,8,6,12,0,1,0,0,0,0,0,0,1,0,0,14
2021-10-09,5,4,4,9,4,4,6,6,4,3,3,0,4,4,3,5,2,4,2,3,3,3,2,0,0,0,1,0,0,0,3,1,1,1,0,4
2021-10-10,14,3,8,1,4,4,3,3,4,3,4,0,0,0,3,3,0,1,0,4,0,3,0,0,0,3,1,0,0,0,0,0,0,3,3,3
2021-10-11,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2021-10-12,9,9,6,0,2,5,5,6,5,11,0,5,0,0,11,7,7,11,14,0,0,1,0,7,7,9,7,0,0,0,2,2,0,0,0,5
2021-10-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2021-10-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2021-10-17,3,4,3,5,3,3,4,3,3,3,3,4,4,4,4,0,4,4,4,5,5,6,7,4,5,5,6,5,5,5,7,8,6,5,5,5
2021-10-18,6,3,3,3,4,5,4,5,4,4,4,4,4,4,4,0,4,4,5,4,4,6,4,4,3,4,3,3,3,3,4,5,4,4,4,4
2021-10-19,6,6,6,5,5,5,4,5,5,5,5,4,4,4,4,1,4,6,6,5,5,4,5,5,6,5,5,5,4,4,5,7,6,8,4,4
2021-10-20,6,7,6,4,4,5,5,8,5,5,6,5,5,5,5,0,5,5,5,5,4,5,5,5,7,7,4,5,5,6,5,5,5,5,5,5
2021-10-21,3,3,3,3,3,2,4,3,3,3,3,0,3,5,3,0,3,3,3,3,3,3,4,2,2,1,2,1,1,1,0,1,0,0,0,0
2021-10-22,5,4,3,3,3,3,4,4,4,5,4,2,6,5,5,0,5,6,5,5,5,7,5,5,5,7,6,5,5,5,5,6,5,5,5,5
2021-10-23,4,5,4,4,4,4,5,5,5,4,4,2,5,3,3,0,3,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,6,5,5,5
2021-10-13,7,3,6,5,5,5,5,5,6,5,7,0,0,5,5,6,5,5,5,6,10,2,0,0,1,6,1,6,6,5,5,3,7,5,6,5
2021-10-15,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0
2021-10-24,3,18,16,4,3,3,4,3,29,3,3,2,5,5,5,0,5,5,5,4,4,6,7,3,3,4,3,5,5,5,5,6,5,5,5,5
2021-03-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
2021-10-25,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-26,0,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0
2021-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2021-10-30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
2021-10-31,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2021-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2021-11-02,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2021-11-05,0,0,5,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0
2021-11-08,47,26,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021-11-09,12,57,1,1,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2021-11-10,28,37,5,0,0,0,0,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
2021-11-12,44,42,1,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-13,40,14,0,0,0,0,27,0,31,0,0,0,0,0,10,0,0,8,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-15,6,3,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,33,45,0,0,0,0
2021-11-16,0,2,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,16,24,0,0,7,0
2021-11-17,11,4,0,0,3,3,0,2,0,0,0,0,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,63,0,0,0
2021-11-18,2,0,0,0,10,10,0,1,1,7,0,0,11,33,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38,0,0,4
2021-11-19,1,0,2,0,0,0,7,2,2,0,2,6,42,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,0,23,0,0,5
2021-11-20,20,5,4,0,0,0,0,0,2,0,0,0,18,34,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,8,0,22,0,0,0
2021-11-21,6,5,63,11,0,0,13,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,15,1,55,0,0
2021-11-24,1,3,27,21,0,0,0,6,1,35,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,20,0,5
2021-11-25,0,1,0,2,11,8,6,9,0,0,0,0,0,0,67,0,4,71,74,0,0,1,78,0,0,0,0,0,0,0,5,1,0,0,0,0
2021-11-26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,0,0,30,35,0,0,4,24,0,2,0,0,2,0,2,13,25,0,0,0,24
2021-11-28,0,1,0,0,0,0,3,0,0,0,0,0,0,0,43,0,0,36,24,0,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0
2021-11-29,0,2,0,0,59,70,0,81,0,0,0,0,25,23,0,10,7,0,0,0,0,0,0,0,0,5,7,0,0,2,0,1,17,0,0,94
2021-11-30,0,0,0,0,65,97,1,27,0,0,0,0,0,18,0,5,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,30
2021-12-01,0,1,0,0,44,66,8,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,14,8,7,2,0,33,45
2021-12-02,0,0,0,2,60,107,0,23,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,10,13,0,0,33,0,0,0,1,32,52
2021-12-06,40,42,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0
2021-12-10,2,1,30,25,0,0,0,0,0,37,0,0,0,0,8,0,0,7,6,0,0,0,7,6,5,0,0,1,3,1,0,0,0,35,0,0
2021-12-11,0,2,1,1,0,0,0,1,0,3,0,0,0,0,50,0,0,50,41,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-11-11,18,25,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-14,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,68,80,0,0,0,0
2021-11-22,0,0,23,53,0,0,4,0,0,19,0,0,0,0,0,2,8,6,6,0,0,0,0,0,0,0,0,0,0,0,10,8,1,58,0,0
2021-11-23,1,0,45,40,0,0,7,0,0,35,0,0,0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,6,1,0,18,0,0
2021-11-27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,25,47,0,0,5,13,0,4,0,0,4,0,4,6,4,6,2,0,2
2021-12-03,44,25,16,4,1,1,0,0,47,3,0,0,0,0,0,73,96,0,0,0,0,0,0,0,0,97,105,0,0,0,0,1,0,4,0,0
2021-12-04,31,35,5,6,0,0,0,0,21,9,0,0,0,0,0,73,46,0,0,0,0,0,0,0,0,64,72,0,0,1,0,0,0,5,3,0
2021-12-05,43,39,2,6,0,0,0,0,39,0,0,0,0,0,0,73,72,0,0,0,0,0,0,0,0,62,45,0,0,0,0,0,0,0,0,0
2021-12-08,3,5,26,18,0,0,0,0,1,30,0,0,0,0,0,0,0,7,0,0,0,0,7,8,8,0,0,0,0,1,0,0,0,30,0,0
2021-12-09,1,3,30,27,0,0,0,0,1,39,0,0,0,1,0,0,0,0,8,0,0,0,3,0,0,0,0,12,7,0,0,0,0,40,0,0
2021-12-07,2,1,60,48,0,0,0,0,1,36,0,0,0,0,1,3,4,2,2,0,0,0,1,27,21,0,0,38,13,0,1,0,0,47,0,0
2021-12-12,0,0,1,2,0,0,0,0,0,2,0,0,0,0,37,0,0,37,44,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2,1,0
2021-12-13,0,0,0,5,2,0,0,2,0,0,0,0,0,0,40,0,5,39,42,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-12-14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,55,0,0,32,36,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0
2021-12-15,0,0,1,1,0,0,0,0,0,1,0,0,0,0,32,0,0,31,37,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0
2021-12-16,0,0,0,0,32,58,0,55,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34
2021-12-17,0,0,0,0,36,32,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2021-12-18,0,6,0,0,37,38,0,41,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2021-12-19,0,0,0,0,42,54,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2021-12-20,5,0,0,0,41,53,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2021-12-21,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,43,51,0,0,0,0,0,0,0,0,43,54,0,0,0,0,0,0,0,0,2
2021-12-22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,59,56,0,0,0,0,0,0,0,0,49,49,0,0,0,1,1,0,0,0,0
2021-12-23,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,51,52,0,0,0,0,0,1,0,0,47,52,0,0,0,0,0,0,0,0,0
2021-12-24,1,3,2,1,0,0,0,1,1,1,0,0,0,0,0,47,52,1,0,0,0,0,0,0,1,43,46,0,0,0,1,1,0,1,0,2
2021-12-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,58,0,0,0,0,0,0,0,0,43,52,0,0,0,0,0,0,0,0,0
2021-12-26,1,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2021-12-27,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-30,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7
2022-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-02,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-03,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,28,0,13,0,0,0,0,0,0,21,39,0,0,0,0,0,0,0,0,0
2022-01-04,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
2022-01-05,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,2,0,0,6,0,0,0,0,0,0
2022-01-06,27,0,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2022-01-07,0,0,0,0,0,5,0,0,0,0,0,0,0,0,22,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,0,0,0,0,1,18,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,0,5,0,0,0
2022-01-09,2,1,1,0,0,0,0,0,19,0,0,2,1,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
2022-01-10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,2,1,0,0,0,4,0,0,0,0,0,0,0
2022-01-11,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,22,0,7,0,0,2,2,0,0,0,0,0,0,0
2022-01-12,0,0,0,0,0,0,0,0,0,0,3,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,0,0,0
2022-01-13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,1,6,0,0,0,0,0,0,0,0
2022-01-14,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,5,4,0,4,0,0,1,0,0,0,0,0,0,6,0,0,0
2022-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,5,0,0,0
2022-01-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
